         506395 function calls (469475 primitive calls) in 384.973 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 c:\Users\patri\Documents\GitHub\MusicClips\scripter.py:189(calculate_batch_size)
        6    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:372(_escape)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\decorators.py:112(fun)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:428(_get_iscased)
        6    0.000    0.000    0.000    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\queues.py:316(JoinableQueue)
        3    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1369(disable)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\numerictypes.py:288(issubclass_)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:80(MaybeEncodingError)
        4    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:351(_check_running)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\popen_spawn_win32.py:39(Popen)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:837(IMapIterator)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:26(_TempModule)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\util.py:371(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:328(Event)
        7    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:596(SocketListener)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:970(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:3267(ndim)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:49(_ModifiedArgv0)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:811(__init__)
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\proglog\proglog.py:49(callback)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:130(Semaphore)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:63(ExceptionWithTraceback)
        3    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:2295(handle)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:794(MapResult)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\util.py:388(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:166(Lock)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\function_base.py:20(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:166(_Error)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:906(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:992(XmlListener)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:191(RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1317(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\proglog\proglog.py:375(bar_is_ignored)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        2    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\_distutils_hack\__init__.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method gc.enable}
        2    0.000    0.000    0.000    0.000 {method 'is_junction' of 'nt.DirEntry' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\popen_spawn_win32.py:23(_path_eq)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:2301(createLock)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:3263(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\video\io\ffmpeg_writer.py:193(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)


