         506395 function calls (469475 primitive calls) in 384.973 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.001    0.000    0.001    0.000 {built-in method nt._path_exists}
      248    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\popen_spawn_win32.py:121(poll)
        2    0.000    0.000    0.001    0.001 C:\Users\patri\anaconda3\envs\MusicClips\Lib\json\__init__.py:299(loads)
       22    0.000    0.000    0.001    0.000 <decorator-gen-15>:1(set_start)
       77    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\Clip.py:58(copy)
       33    0.000    0.000    0.001    0.000 <decorator-gen-14>:1(set_start)
      104    0.001    0.000    0.001    0.000 {built-in method _winapi.CreatePipe}
        2    0.000    0.000    0.001    0.001 C:\Users\patri\anaconda3\envs\MusicClips\Lib\json\decoder.py:332(decode)
    10635    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
     1819    0.001    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\json\encoder.py:224(floatstr)
        2    0.001    0.001    0.001    0.001 C:\Users\patri\anaconda3\envs\MusicClips\Lib\json\decoder.py:343(raw_decode)
      455    0.000    0.000    0.001    0.000 c:\Users\patri\Documents\GitHub\MusicClips\scripter.py:204(sort_note_list)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
      461    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
        7    0.001    0.000    0.001    0.000 {built-in method _io.open_code}
     1390    0.001    0.000    0.001    0.000 c:\Users\patri\Documents\GitHub\MusicClips\scripter.py:208(get_midi_value)
        1    0.000    0.000    0.001    0.001 c:\Users\patri\Documents\GitHub\MusicClips\clipper.py:14(load_script)
      7/6    0.000    0.000    0.001    0.000 <frozen os>:200(makedirs)
       52    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:323(wait)
      461    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
        6    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\context.py:65(Lock)
      209    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\copy.py:61(copy)
       62    0.001    0.000    0.001    0.000 {built-in method nt._path_isfile}
        1    0.000    0.000    0.001    0.001 C:\Users\patri\anaconda3\envs\MusicClips\Lib\json\__init__.py:274(load)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
       46    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:567(__exit__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
     3257    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
        1    0.001    0.001    0.001    0.001 {built-in method _imp.create_dynamic}
        6    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:552(Pipe)
       60    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\reduction.py:48(dumps)
       22    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\video\io\ffmpeg_reader.py:319(get_tbr)
       33    0.000    0.000    0.001    0.000 <decorator-gen-13>:1(set_start)
        1    0.000    0.000    0.001    0.001 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\popen_spawn_win32.py:1(<module>)
       12    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1645(makeRecord)
        3    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1541(warning)
       46    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:1135(_get_devnull)
        7    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
        7    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
       12    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:298(__init__)
       26    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        4    0.001    0.000    0.001    0.000 {built-in method nt.unlink}
       46    0.001    0.000    0.001    0.000 {built-in method nt.open}
       25    0.001    0.000    0.001    0.000 {built-in method nt.stat}
     2550    0.001    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\video\VideoClip.py:82(<lambda>)
      184    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:530(callback)
       24    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       52    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:616(set)
        6    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:70(arbitrary_address)
        7    0.001    0.000    0.001    0.000 {built-in method nt.mkdir}
       21    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:284(_get_worker_sentinels)
        5    0.001    0.000    0.001    0.000 {built-in method builtins.print}
       27    0.001    0.000    0.001    0.000 {built-in method _winapi.PeekNamedPipe}
      175    0.001    0.000    0.001    0.000 {method 'GetOverlappedResult' of '_winapi.Overlapped' objects}
       48    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:1161(reduce_pipe_connection)
       95    0.000    0.000    0.001    0.000 <frozen ntpath>:107(join)
        2    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:506(_handle_workers)
        2    0.000    0.000    0.001    0.000 c:\Users\patri\Documents\GitHub\MusicClips\organizer.py:6(createDir)
        2    0.000    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       44    0.001    0.000    0.001    0.000 {built-in method _pickle.loads}
       84    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\reduction.py:38(__init__)
       38    0.000    0.000    0.001    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:809(_set)
       36    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
      152    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:179(Process)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\spawn.py:83(get_command_line)
       10    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\queues.py:391(put)
      184    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:477(_exit_wrapper)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:80(__init__)
       52    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:424(notify_all)
     4290    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\tempfile.py:400(mktemp)
       11    0.000    0.000    0.000    0.000 <decorator-gen-26>:1(set_duration)
        5    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:573(_code)
       44    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       52    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:588(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method nt.rmdir}
       48    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\reduction.py:106(__init__)
       52    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:394(notify)
       11    0.000    0.000    0.000    0.000 <decorator-gen-25>:1(set_duration)
      138    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:1414(_make_inheritable)
       11    0.000    0.000    0.000    0.000 <decorator-gen-24>:1(set_duration)
       99    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\copy.py:247(_reconstruct)
      159    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      210    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
     2270    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:3356(_round_dispatcher)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\tempfile.py:153(__next__)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
      244    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:135(_check_closed)
      462    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\spawn.py:160(get_preparation_data)
      356    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:247(sentinel)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\util.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {built-in method _winapi.WriteFile}
        1    0.000    0.000    0.000    0.000 {built-in method nt.remove}
       50    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1043(_set_tstate_lock)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1611(findCaller)
       22    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:1667(terminate)
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:350(__reduce__)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:299(helper)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       26    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\video\VideoClip.py:77(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\function_base.py:25(linspace)
       50    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1106(_delete)
       10    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:182(send_bytes)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
      210    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
      594    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:99(_check_closed)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
       11    0.000    0.000    0.000    0.000 <decorator-gen-23>:1(set_duration)
     1497    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
      100    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
     17/5    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:37(_compile)
      150    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      615    0.000    0.000    0.000    0.000 c:\Users\patri\Documents\GitHub\MusicClips\scripter.py:214(get_key_code)
       48    0.000    0.000    0.000    0.000 {built-in method _winapi.OpenProcess}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:61(_cleanup)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\tempfile.py:142(rng)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\context.py:115(Pool)
       88    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       11    0.000    0.000    0.000    0.000 <decorator-gen-21>:1(set_end)
      155    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:100(__getstate__)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
       20    0.000    0.000    0.000    0.000 <frozen ntpath>:236(split)
       39    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:200(_is_internal_frame)
       11    0.000    0.000    0.000    0.000 <decorator-gen-20>:1(set_end)
       11    0.000    0.000    0.000    0.000 <decorator-gen-63>:1(set_mask)
      113    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:169(fileno)
      124    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1483(current_thread)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:141(__exit__)
        4    0.000    0.000    0.000    0.000 <frozen os>:286(walk)
       47    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
      201    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       79    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
       52    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:277(__init__)
       11    0.000    0.000    0.000    0.000 <decorator-gen-19>:1(set_end)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\spawn.py:1(<module>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
       11    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:41(_wrapit)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:300(_args_from_interpreter_flags)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:161(__delitem__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
       40    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\shape_base.py:81(atleast_2d)
       62    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\_weakrefset.py:85(add)
       13    0.000    0.000    0.000    0.000 <frozen ntpath>:268(basename)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
      184    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:475(_create_cb_wrapper)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:104(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:988(format)
       50    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1079(_stop)
      547    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      520    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\video\VideoClip.py:907(<lambda>)
        5    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:511(_compile_info)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:168(__init__)
       47    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       50    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:837(_newname)
       99    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       39    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
       11    0.000    0.000    0.000    0.000 <decorator-gen-67>:1(set_position)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:183(__init__)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:1423(_filter_handle_list)
       13    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\video\VideoClip.py:884(__init__)
      655    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      150    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1234(daemon)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:50(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:690(format)
      184    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:548(_push_exit_callback)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:132(__enter__)
       91    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       50    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        7    0.000    0.000    0.000    0.000 {built-in method nt.lstat}
       11    0.000    0.000    0.000    0.000 <decorator-gen-66>:1(set_position)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\config.py:86(get_setting)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:481(__init__)
       46    0.000    0.000    0.000    0.000 {built-in method nt.close}
      104    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:302(__exit__)
      409    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       11    0.000    0.000    0.000    0.000 <decorator-gen-18>:1(set_end)
       22    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:153(is_alive)
      104    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:314(_is_owned)
       58    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1137(flush)
       14    0.000    0.000    0.000    0.000 <frozen ntpath>:257(splitext)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\tempfile.py:76(_exists)
       14    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\util.py:189(__init__)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:1120(__del__)
       62    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\_weakrefset.py:39(_remove)
       17    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:243(_optimize_charset)
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\popen_spawn_win32.py:99(duplicate_for_child)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
       51    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       50    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1249(daemon)
        4    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\queues.py:385(get)
      104    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
       40    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:385(_guarded_task_generation)
       44    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
       50    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1354(_make_invoke_excepthook)
      464    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
       40    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\shape_base.py:215(_vhstack_dispatcher)
       10    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\enum.py:1562(__and__)
       48    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1220(is_alive)
      104    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:299(__enter__)
        4    0.000    0.000    0.000    0.000 {built-in method nt._path_isdir}
      875    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      994    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
      254    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:121(_make_name)
      264    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:471(_map_async)
       50    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1036(_set_ident)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\popen_spawn_win32.py:29(_close_handles)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\random.py:454(choices)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\queues.py:1(<module>)
       52    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:311(_acquire_restore)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\proglog\proglog.py:231(__call__)
       22    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CreateNamedPipe}
       92    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:223(Detach)
       99    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\copyreg.py:98(__newobj__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
        3    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:2149(getLogger)
       65    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:1107(<genexpr>)
       14    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       23    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       38    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\Clip.py:48(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
      120    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\context.py:366(get_spawning_popen)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1790(isEnabledFor)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1171(exec_module)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:131(__del__)
       83    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:261(get)
       48    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\context.py:372(assert_spawning)
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\reduction.py:71(duplicate)
       12    0.000    0.000    0.000    0.000 <frozen ntpath>:87(isabs)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:173(Pool)
       40    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:633(_get_tasks)
       39    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\queues.py:377(__getstate__)
       11    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\audio\AudioClip.py:47(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:674(formatMessage)
        3    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1377(getLogger)
       71    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:139(_check_readable)
       40    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\shape_base.py:207(_arrays_for_stack_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:208(recv_bytes)
      236    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       88    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\tools.py:100(<genexpr>)
       90    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     20/8    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:178(getwidth)
